,subject_code,subject_name,teacher_name,description,department,syllabus,year,semester,ltp,credit
821,MI49001,SAFETY ENGINEERING LAB.,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
822,MI49003,ENVIRONMENTAL ENGG. LAB.,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
823,MI50003,RESCUE AND DISASTER MANAGEMENT,,,Mining Engineering,"Risk assessment and Disaster management, Fire and Explosion in Mines, Hazardsof Fire in Mines, Disasters of Mine Fire and Its Diagnostics, Fire andExplosion Ã¢ÂÂ Prevention and control,  Legislative Structures for Control ofFire, Inundation, Roof fall, Slope failure, Mine subsidence, Disasterpreparedness, Disaster communication, Measures for disaster mitigation,Application of GIS in disaster management; Rescue and Resuscitation.",2021,Spring,3-0-0,3
824,MI50004,SAFETY LEGISLATION AND ENVIRONMENTAL LAW,,,Mining Engineering,"Safety legislation on Mine workings, mine fires, dust, gas, ventilation,explosion, inundation etc. Reclamation Laws, Effective Regulatory Program,Performance Standards, Permits, Inspection and Enforcement, Salient aspects ofOHSAS 18001.Environmental Law: environmental protection act -1986, Theair(prevention and control of pollution) act -1981, water(prevention andcontrol of pollution) act Ã¢ÂÂ 1974, The forest conservation act -1980.",2021,Spring,3-0-0,3
825,MI57001,PROJECT,,,Mining Engineering,Not Available,2021,Spring,0-0-15,10
826,MI57002,PROJECT,,,Mining Engineering,Not Available,2021,Spring,0-0-22,15
827,MI58001,COMPREHENSIVE VIVA-VOCE,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
828,MI58002,COMPREHENSIVE VIVA-VOCE,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
829,MI59001,NUMERICAL MODELLING LABORATORY-I,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
830,MI59002,NUMERICAL MODELLING LABORATORY-II,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
831,MI59003,RESCUE AND DISASTER MANAGEMENT LABORATORY,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
832,MI59006,MINE AUTOMATION AND VIRTUAL REALITY LABORATORY,,,Mining Engineering,Not Available,2021,Spring,0-0-3,2
833,MM40002,CLINICAL RESEARCH METHODS,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
834,MM40003,VACCINES AND IMMUNITY,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
835,MM40004,CLINICAL MICROBIOLOGY,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
836,MM40005,MICROBIAL GENETICS AND GENETIC ENGINEERING,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
837,MM40006,HOSPITAL SKILL DEVELOPMENT,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
838,MM40007,BASICS OF MEDICAL MICROBIOLOGY,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
839,MM40008,ANTIMICROBIAL AGENT AND THERAPY,,,School of Medical Science and Technology,Not Available,2021,Spring,4-0-0,4
840,MM40011,FUNDAMENTALS OF BIOCHEMISTRY AND CELL BIOLOGY,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
841,MM40017,BASICS OF RADIOBIOLOGY RADIOPHARMACEUTICAL CHEMISTRY AND IN VITRO DIAGNOSTIC TECHNIQUES,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
842,MM41002,GLOBAL HEALTH AND EPIDEMIOLOGY,,,School of Medical Science and Technology,Not Available,2021,Spring,3-1-0,4
843,MM41003,STATISTICS AND COMPUTER SCIENCE IN NUCLEAR MEDICINE,,,School of Medical Science and Technology,Not Available,2021,Spring,3-1-0,4
844,MM48002,VIVA VOCE,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-0,2
845,MM49001,NUMERICAL METHODS AND COMPUTATIONAL TECHNIQUES LAB,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
846,MM49002,CLINICAL MICROBIOLOGY LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
847,MM49003,MOLECULAR TECHNOLOGY LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
848,MM49004,MOLECULAR DIAGNOSTIC LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
849,MM50003,RADIOBIOLOGY,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
850,MM50005,RADIATION TREATMENT PLANNING,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
851,MM50007,RADIATION DOSIMETRY AND PROTECTION,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
852,MM50009,BRACHYTHERAPY PHYSICS AND TREATMENT PLANNING,,,School of Medical Science and Technology,Not Available,2021,Spring,3-1-0,4
853,MM50018,QUALITY ASSURANCE,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
854,MM50020,PHYSICS OF NUCLEAR MEDICINE AND INTERNAL DOSIMETRY,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
855,MM50021,RADIOPHARMACEUTICALS,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
856,MM50023,NUCLEAR IMAGING EQUIPMENT AND QUALITY CONTROL,,,School of Medical Science and Technology,Not Available,2021,Spring,2-0-0,2
857,MM50025,CLINICAL NUCLEAR IMAGING-I,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
858,MM50026,CLINICAL NUCLEAR IMAGING-II,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
859,MM50027,"RADIATION PROTECTION, REGULATORY ASPECTS AND OPERATION",,,School of Medical Science and Technology,Not Available,2021,Spring,2-0-0,2
860,MM57001,PROJECT,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-9,6
861,MM57002,PROJECT,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-15,12
862,MM57003,PROJECT I,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-15,10
863,MM57004,PROJECT II,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-15,10
864,MM58001,SEMINAR,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-0,2
865,MM58002,SEMINAR,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-0,2
866,MM58004,COMPREHENSIVE VIVA,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-0,2
867,MM58006,COMPREHENSIVE VIVA VOCE,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-0,4
868,MM59001,BASIC TREATMENT PLANNING LAB,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
869,MM59002,RADIATION ONCOLOGY LAB - ADVANCED TREATMENT PLANNING,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
870,MM59003,RADIOPHARMACY LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
871,MM59005,NUCLEAR IMAGING AND THERAPY LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
872,MM59007,RADIATION DOSIMETRY AND PROTECTION LAB,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
873,MM59010,CLINICAL NUCLEAR MEDICINE DIAGNOSTIC TECHNIQUES LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
874,MM59012,CLINICAL NUCLEAR MEDICINE THERAPY TECHNIQUES LABORATORY,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
875,MM59018,QUALITY ASSURANCE LAB,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
876,MM60024,BIOMEDICAL IMAGING INFORMATICS,,,School of Medical Science and Technology,Not Available,2021,Spring,3-0-0,3
877,MM61312,MEDICAL IMAGING,,,School of Medical Science and Technology,"Introduction to macro, micro and molecular medical imaging. In vivo, in vitroand real time imaging.Conventional radiography:X-rays: production, type of x-rays, interaction of x-rays with matter, attenuation, filters, grids.Radiographic images, conventional tomography, fluoroscopy, introduction todigital radiography, x-ray films, photographic character & processing.ComputedTomography:Basic principles, x-ray tube, collimator, detectors, CT numbers,image reconstruction artefacts. Spiral/ Helical CT: slip ring technology, HRCT,CT angiography, Electron beam CT.MRI:Basic principles, Basic instrumentation,clinical application, fMRI, recent developments in MRI. UltrasoundImaging:Ultrasound (US) - Nature, propagation, attenuation & reflection,acoustic impedance. US Transducers. Scanning methods, beam steering &resolutions. Ultrasonic display: A, B & M modes. Interpretative principles :echogenicity, shadowing, enhancement.Doppler US. Safety aspects of RadiologicalImaging. Optical Coherence Tomography (OCT): Basic principle of OCT andapplications of OCT. Microscopic Imaging: Basic principle and practices inOptical microscopy, Electron Microscopy (SEM, TEM). Picture Archiving &Communication System (PACS): Basic principles & application of PACS. ",2021,Spring,3-1-0,4
878,MM61313,MEDICAL BIOTECHNOLOGY,,,School of Medical Science and Technology,"Introduction and applications of DNA/RNA technology, molecular biology,genomics, proteomics, laboratory operations and safe practices. Molecularmechanisms underlying diseases such as cancer, diabetes, heart disease andAIDS. Biotechnology in the diagnosis and treatment of disease, development ofdrugs or therapeutic agents. Analytical instruments. Separation andidentification techniques, including electrophoresis, spectrophotometry, andchromatography.  Techniques for analyzing protein structure and function, geneexpression, protein-protein interactions and the ﬁproteome.ﬂ The correlation ofprotein structure and expression to various diseases.  Role of proteomics inthe development of drugs and diagnosis/treatment of disease. Human genome, thestructure of chromosomes, gene sequencing, gene regulation and the techniquesused in genetic analyses and emerging technologies in genomics. Molecularbiology - gene expression and regulation, transcription, DNA and RNAtechniques, and nucleic acids. Cell culture techniques. The principles andpractices of initiation, cultivation, maintenance, preservation of cell linesand applications. Overview of Monoclonal Antibodies. ",2021,Spring,3-1-0,4
879,MM61318,MEDICAL ELECTRONICS,,,School of Medical Science and Technology," Review of electronic components, Current & voltage laws, Series & Parallelcircuits, Basic concept of frequency, signal and noise. Half wave and full waverectification, low pass, high pass, band pass filters, and its specifications.Introduction to Semiconductor materials, Doping, Diode, BJT and MOSFET.Amplifiers: Functionality, specifications (voltage gain, current gain, inputresistance, output resistance, etc.), various applications and typicalcircuits. Basic concept of negative and positive feedback, application ofnegative feedback in amplifiers. Oscillators: Special case of feedback system.Operational amplifier: Differential mode of operation, typical op-ampspecifications (open loop gain, differential input resistance, etc.), invertingamplifier, non-inverting amplifier, integrator, differentiator, summingamplifier. Principles of Digital Electronics: Logic Gates, Counters andRegisters; Memory. Digital-to-Analog Converter; Analog-to-Digital Converter.Applications: Sensor interference circuit and System Integration for biomedicalapplications.",2021,Spring,3-0-0,3
880,MM61501,"BASIC HUMAN ANATOMY, PHYSIOLOGY AND PATHOLOGY",,,School of Medical Science and Technology,"Introduction to Human Anatomy, Physiology, Pathology and Medical Technology.Introduction to Cellular-sub-cellular structure and function, extra cellularmatrix, tissues, organs and systems from an integrated viewpoint. Introductionto genetics- proteomics Ã¢Ââ metabolomics Ã¢Ââ bio-regulatory pathways-feedbacks-biorhythms. Physiology of Membrane transport, RMP, neuromusculartransmission and muscle contraction (including Skeletal, cardiac and smoothmuscle characteristics). Integumentary system: Basic structure Ã¢Ââ function,circulation and interrelation with other systems. Musculoskeletal system: Basicstructure Ã¢Ââ function, circulation and interrelation with other systems.Blood, Lymphatics and other body-fluids: Basic structure Ã¢Ââ function,circulation and interrelation with other systems. Cardiovascular system: Basicstructure Ã¢Ââ function, own circulation and interrelation with other systems,Cardiac cycle, heart sounds and electrical activity of heart with basic ECGinterpretation. Respiratory system: Basic structure Ã¢Ââ function, owncirculation and interrelation with other systems. Nervous system: Basicoverview of structures and functions of neuron, Basic structure Ã¢Ââ function,own circulation and interrelation with other systems. ANS, Motor and Sensorysystem), central regulation of visceral function, sensation, sleep and EEG,hunger, thirst, Control of posture and movement, Joint mechanics and GaitAnalysis. Special senses (vision, hearing, equilibrium, smell, taste), owncirculation and interrelation with other systems. Endocrine system: Basicstructure Ã¢Ââ function, own circulation and interrelation with other systems.Gastrointestinal system: Basic structure Ã¢Ââ function, own circulation andinterrelation with other systems. Reproductive system: Basic structure Ã¢Ââfunction, own circulation and interrelation with other systems (Basics ofReproductive physiology, sex differentiation, menstruations, pregnancy andlactation. Hypothalamic-pituitary axis, calcium metabolism and its regulation).Renal system: Basic structure Ã¢Ââ function, own circulation and interrelationwith other systems (Nephron hemodynamics, clearance and regional transport,basics of acid-base disturbance). Bio-implants: Different implants and theirinterfaces as well as interaction with human systems. Introduction to necessitymedical imaging and image analysis: A journey towards   integrated quantitativeanalysis of temporal and spatial features of human system in normal anddiseased conditions. Human development biology: Basics- organogenesis Ã¢Ââsystem development. Fostering Dialogue amongst Medical sciences, Engineeringsciences and Basic sciences: In terms of language, Terminology, History,Psychology, Logic, Interfaces, Social role and Application.",2021,Spring,3-1-0,4
881,MM61505,PHYSICS AND INSTRUMENTATION OF MEDICAL IMAGING,,,School of Medical Science and Technology,"Basics of magnetism and its utility in medical imaging: Dia, Para, Ferro andanti-ferro magnetism. Band theory of metals and semiconductors, X-rayproduction, X-ray in diagnostic imaging, flat panel detectors for digitalradiography, Tomographic imaging systems, Magnetic resonance imaging, Basicsand theoretical aspects of Superfluidity and Superconductivity, its utility inMRI imaging. Three dimensional ultrasound imaging, Quantitative image qualitystudies, design of X-ray fluoroscopy systems, Neuro-imaging (SPECT, PET),Fluorescence Lifetime imaging, Laser Physics, Confocal Laser ScanningMicroscopy.",2021,Spring,3-1-0,4
882,MM61511,BIOSTAISTICS,,,School of Medical Science and Technology,"Measurements and descriptive statistics in medical research and practice: Datatypes and scales of measurement: continuous vs. enumeration data, Samplingdistributions - normal distribution (continuous data), binomial distribution(proportions, based on enumeration data), Measures of central tendency-mean,median, mode Measures of variability-standard deviation and standard error,Probability and odds Confidence limits on the mean Disease incidence andprevalence, Sensitivity, specificity, positive and negative predictive valuesRisk measures-relative risk, attributable risk, odds ratios, risk factors,Survival curves. Sampling : Concept of a source population, Random sampling,Estimation of population statistics, Standard error of a sample mean and of aproportion, and their differences, Confidence intervals Regression andCorrelation: Simple, Partial and Multiple Correlation, Simple Linear /Nonlinear Regression, Logistic Regression for dichotomous variable.StatisticalInference and Hypothesis Testing: Hypothesis generation, Null hypothesis, TypeI and II errors, Statistical Power, Interpretation of P-values and confidenceintervals, Statistical and clinical significance. Comparing 2 or more groups:Comparing means of two populations with the t-test (continuous data), Comparingproportions of responders in two populations (enumeration data), Chi squarewith corrections (goodness of fit, test of independence). One - Way ANOVA: F-test,Treatments and Factors.",2021,Spring,3-1-0,4
883,MM67401,INTERNSHIP - I,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-6,4
884,MM67402,INTERNSHIP - II,,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-8,6
885,MM69320,MEDICAL ELECTRONICS LAB,,,School of Medical Science and Technology,"multimeter, power source.Pass, High-Pass; ",2021,Spring,0-0-3,2
886,MM69501,"BASIC HUMAN ANATOMY, PHYSIOLOGY AND PATHOLOGY LABORATORY",,,School of Medical Science and Technology,Not Available,2021,Spring,0-0-3,2
887,MM71326,HEALTHCARE MANAGEMENT,,,School of Medical Science and Technology,"Principles of healthcare management; Organization and management of hospital;Management of hospital infrastructure; Hospital manpower management, Managementof hospital resources, Hospital accounting; Marketing for health services;Clinical, diagnostic and therapeutic service management; Support and utilityservices and risk management; Hospital information system and qualityassurance; Health policy and health care system; Ethical guidelines in bio-medical research; Intellectual property rights and patent law in medicine,Regulations in clinical and hospital practices. ",2021,Spring,3-1-0,4
888,MM71514,MOLECULAR IMAGING,,,School of Medical Science and Technology,"Introduction to Molecular Imaging: Biostructures of Interest in MolecularImaging (MI): Cells & Tissues, Information molecules & other bio-molecules ofinterest in MI. Implication of molecular imaging in radiology, medicine,surgery and biomaterial research.  Processes Involved in MI: Optical propertiesof cell, tissues & molecules. Interference, diffraction, polarization,birefringence phenomena, Luminescence, fluorescence, flurophores, chromophores.Molecular probes, contrast agents in MI. Spectroscopy in MI, Auto-fluorescenceImaging, Raman Spectroscopy. IR- Thermography. Optical Coherence Tomography(OCT). Con-focal Microscopy. Atomic Force Microscopy. E- SEM and EDAX.  Micro-bubble enhanced USG. Plasmon Resonance Spectroscopy. PET-CT.  Applications ofMI in Biomedical & Biomaterial Sciences: Application of OCT in ophthalmology.Application Confocal Microscopy & applications. Applications of IR Œimaging.Applications of micro-bubble enhanced USG. Applications of MALDI-ToF, Raman &IR Spectroscopy. ",2021,Spring,3-1-0,4
889,MT20006,MATERIALS PROCESSING,,,Metallurgical and Materials Engineering,"Prerequisite Ã¢ÂÂ NilIntroduction: Metal casting processes Ã¢ÂÂ mouldingmethods, materials and processes with special reference to patterns, sands andbinders. Solidification of short ",2021,Spring,3-0-0,3
890,MT21008,DEFORMATION BEHAVIOUR OF MATERIALS,,,Metallurgical and Materials Engineering,"Prerequisite â Intro. to Engg. Mat. / Mat. Engg.Introduction: Scope of thesubject, elastic, plastic and visco-elastic deformation.Deformation behaviour:Tensile and compression testing, effect of temperature and strain rateContinuummechanics: Concepts of stress and strain in 3D stress and strain tensor,principal stresses and strains and principal axes, mean stress, stressdeviator, maximum shear, equilibrium of stresses, equations ofcompatibility.Elastic behaviour of materials: Constitutive equations inelasticity for isotropic and anisotropic materials, strain energy, elasticstiffness and compliance tensor, effect of crystal structure on elasticconstants.Plastic response of materials-a continuum approach: classification ofstress-strain curves, yield criteria.Microscopic basis of plastic deformation:Elements of dislocation theory, movement of dislocation, elastic properties ofdislocation, intersection of dislocation, dislocation reactions in differentcrystal structures, origin and multiplication of dislocations.Plasticdeformation of single crystals: Critical resolved shear stress, deformation bytwinning, deformation band and kink band, strain hardening of single crystal;stress-strain curves of fcc, bcc and hcp materials.Plastic deformation ofpolycrystalline materials: Role of grain boundaries in deformation,strengthening by grain boundaries, yield point phenomenon, strain ageing,strengthening by solutes, precipitates, dispersoids and fibres.Deformation innon-metallic materials: structure and deformation of polymers, concept Super-lattice dislocations in intermetallics, concept of charge associated withdislocations in ceramics.Text Books:1.G.E. Dieter: Mechanical Metallurgy, 3rdEd., McGraw Hill Book Company, New Delhi, 1986.2.T.H. Courtney: MechanicalBehaviour of Materials, McGraw Hill Book Company, New Delhi, 1990.",2021,Spring,3-1-0,4
891,MT21010,TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,,,Metallurgical and Materials Engineering,"Prerequisite â NilMomentum transfer in fluid flow: Newtonian and Non-newtonianfluids, estimation of viscosity of gases ,gas mixtures, liquid metals andslags.   Differential mass and momentum balance: equation of continuity andNavier stoke s equation.  Turbulent Flow: Navier stokes equation in terms oftime averaged velocity, turbulent viscosity models.  Concept of velocityboundary layer, friction factor, flow through packed and fluidized beds.Interactions of gas bubbles in liquid, and high velocity gas jet in liquids.Overall energy balance -Bernoullis equation, flow meters, chimney draft.  Heattransfer: Factors affecting thermal conductivity of gases, liquids, solidmetals and alloys.  Steady and unsteady heat conduction equations and theirapplications in composite walls, finite, semi-infinite solid bodies.  Heattransfer with change of phases â solidification, melting problems.  Convectiveheat transfer and general heat balance equation.  Thermal boundary layer, heattransfer coefficient, and dimensionless correlations.  Laws of radiative heattransfer, heat exchange in transparent and absorbing medium. Mass Transfer:Concept of mass diffusion, factors affecting diffusivity in solids, liquidmetals and gases, diffusion through solid  and porous materials. Mass transferin stagnant film with and without chemical reaction. Mass transfer in movingboundary problem.  General equation of mass transfer with diffusion, convectionand chemical reaction.   Mass transfer coefficient, models and correlations.Liquid-liquid mass transfer.  Text Books: 1.R. B. Bird, W. E. Stewart and E. N.Lightfoot :Transport Phenomena ,  John Wiley and Sons, 1994.2.G.H. Geiger andD. R. Poirier :Transport Phenomena in Metallurgy , Addison Wesley,1980.",2021,Spring,3-1-0,4
892,MT21105,METALLURGICAL THERMODYNAMICS AND KINETICS,,,Metallurgical and Materials Engineering,"Prerequisite Ã¢ÂÂ NilImportance of thermodynamics, definition of thermodynamicterms, concept of states, simple equilibrium. Equation of states, extensive andintensive properties, homogeneous and heterogeneous systems. Phase diagram of asingle component system. Internal energy, First law of thermodynamics, heatcapacity, enthalpy, isothermal, and adiabatic processes. Second law ofthermodynamics, entropy, degree of reversibility and irreversibility, criteriaof equilibrium, auxiliary functions, combined statements, Maxwells relations,transformation formula, Gibbs-Helmoltz equation.Concept of Third law,temperature dependence of entropy, statistical interpretation of entropy, Debyeand Einstein concept of heat capacity, relation between Cp and Cv, consequencesof third law, Fugacity, activity, equilibrium constant, use of S - functions,controlled atmospheres, homogeneous and heterogeneous equilibria. Ellingham-Richardson diagrams.Solutions, partial molal quantities, ideal and non-idealsolutions, Raoults law, Henrys law, Gibbs - Duhem equation, regular solution,quasi-chemical approach to solution, statistical treatment. Alternativestandard states, interaction coefficients, chemical potential. Phase relationsand phase rule-its applications. Free energy-composition diagrams for binaryalloy systems, determination of liquidus, solidus and solvus lines. Effect ofpressure on phase transformation and phase equilibria. Phase stabilitydiagrams.Thermodynamics of electrochemical cells, solid electrolytes.Thermodynamics of point defects in solids.Introduction to metallurgicalkinetics, Effect of concentration and temperature on the reaction rate,heterogeneous reaction kinetics-gas-solid, solid-liquid, liquid-liquid andsolid-solid systems. Empirical and semi-empirical kinetics, concept of Johnson-Mehl equation, thermal analysis.Text Books:1.David R. Gaskell: Introduction tothe Thermodynamics of Materials, Third Edition, Taylor and Francis, 2002.2.L.S.Darken and R.W. Gurry: Physical Chemistry of Metals, McGraw-Hill Book Company,Japan, 1953.",2021,Spring,3-1-0,4
893,MT21107,INTRODUCTION TO ENGINEERING MATERIALS,,,Metallurgical and Materials Engineering,"Prerequisite Ã¢ÂÂ NilIntroduction, history of materials technology andclassification of materials;  Atomic Structure and Interatomic Bonding;Crystallography: crystal systems, notations for lattice directions and planes,symmetry elements, common crystal structures, interstitial sites; Defects inMaterials: point, line and surface defects, strengthening mechanisms;Mechanical Properties: tensile, hardness, impact, fatigue, creep, fracture;Annealing: cold worked structure, recovery, recrystallization and grain growth;Solidification: nucleation and growth, structure of cast metals, rapidsolidification processing; Phase Diagrams: various binary phase diagrams, Fe-Fe3C diagram, introduction to ternary phase diagrams;  Introduction to Solid-State Phase Transformations: diffusion, classification of phasetransformations, martensitic and bainitic transformations, precipitation;Introduction to Heat Treatment of Steels: TTT and CCT diagrams, basic heattreatments; Properties of Materials: electrical, thermal, magnetic, andoptical;  Introduction to Common Engineering Materials:  metals, ceramics,electronic materials, polymers and composites.Text Books:1.William D.Callister, Jr.: Materials Science and Engineering-An Introduction, John Wileyand Sons, U.S.A., 1985.2.V. Raghavan:  Materials Science and Engineering, 4thEdition, Prentice-Hall India, 1998.",2021,Spring,3-1-0,4
894,MT29005,METALLURGICAL THERMODYNAMICS AND KINETICS LAB.,,,Metallurgical and Materials Engineering,"Expt. No.Titles of Experiments1Carbothermic reduction of LeadSulphide.2Alluminothermic reduction of Lead Sulphide.3Investigations of theequilibrium of C, CO and CO2.4Oxidation kinetics of Copper at elevatedtemperatures.5Thermodynamic studies on thermal decomposition ofCaCO3.6Estimation of activity from EMF measurements.7Estimation of partialmolal volume in binary solutions.8Determination of O2 solubility in Ag at hightemperature.9Determination of Cd-Zn phase diagram by DSC.",2021,Spring,0-0-3,2
895,MT29006,MATERIALS PROCESSING LAB.,,,Metallurgical and Materials Engineering,"Expt. No.Titles of Experiments1Sieve analysis of molding sand.2Estimation ofclay content in molding sand.3Effects of water / clay ( Bentonite ) ratio onthe molding properties (permeability, green compression strength, hardness ) ofsand.4Influence of bulk density on properties ( permeability, green compressionstrength, hardness) of molding sand.5Melting and inoculation of castiron.6Shell molding process.7Characterization of metal powders through particlesize analysis, flow rate, apparent and tap density, and hydrogen lossmeasurements.8Compaction of copper/iron powder - variation of green densitywith compaction pressure, height and mass.9Sintering of metal powder compacts -sintering characteristics of copper, iron, iron-copper and iron-copper-graphitecompacts, determination of densification parameter, sintered density.10Studieson microstructures of welded joints - low carbon steel, grey cast iron pateswith mild steel filler, spot welded stainless steel plates, arc welded mildsteel plates with single and double pass.11Microstructure and hardness of MIGwelded plain carbon steel and HSLA steel.",2021,Spring,0-0-3,2
896,MT29007,INTRODUCTION TO ENGINEERING MATERIALS LAB.,,,Metallurgical and Materials Engineering,"Expt. No.Titles of Experiments1Principles of metallographic sample preparationand observation.2Solidification of metals and alloys, and determination ofphase diagrams.3Observation of macrostructures.4Work hardening andrecrystallization annealing of metals and alloys.5Study of different types ofeutectic microstructures.6Heat treatment of different plain carbon steels, andtheir microstructures and hardness.7Microstructures of some commerciallyavailable non-ferrous alloys.8Microstructures, compositions and hardness ofdifferent components used in a bicycle.",2021,Spring,0-0-3,2
897,MT30001,MATERIALS ENGINEERING,,,Metallurgical and Materials Engineering,"Introduction: Solid Engineering Materials- their classification andcharacteristic properties.Structure of solids: crystal systems/lattices,crystal structure, crystallographic planes and directions, interstitial sites,crystallinity in metals, ceramics, semiconductors and polymers.Microstructures.  amorphous or glassy state.   Solidification of pure metalÃ¢ÂÂ homogeneous and heterogeneous nucleation processes, cooling curve, conceptof supercooling ,  microstructure of pure metals. Defects in solids Ã¢ÂÂ point,line, planar and volume. Fundamentals of plastic deformation of metals,deformation by slip and twin, plastic deformation in polycrystalline metals,concept of cold working, preferred orientation. Annealing: Recovery,recrystallization and grain growth; hot working.Properties of materials:Definition, units and common tests conducted to evaluate important engineeringproperties like physical, mechanical, chemical, electrical, magnetic,semi/super-conducting, optical, and thermal properties in engineering materialsConcept of formation of alloys: Types of alloys, solid solutions, factorsaffecting solid solubility, order disorder transformation.Binary phasediagrams: isomorphous, eutectic, peritectic, eutectoid and peritectoid systems,effect of non equilibrium cooling, coring and homogenization.Iron-cementitediagram: Construction and interpretation Fe-Fe3C and Fe-Graphite diagrams.Microstructure, and properties of different alloys in steel and cast iron,types of cast iron, their microstructures and typical uses.Heat treatment: T-T-T and C-C-T diagrams, concept of heat treatments of steel Ã¢ÂÂ annealing,normalizing, hardening and tempering; microstructural effects brought about bythese processes and their influence on mechanical properties. Effect of commonalloying elements in steel, concept of hardenability, factors affecting it.Common alloy steels, stainless steel, tool steel, high speed steel, highstrength low alloy steel, microalloyed steel, specifications of steels.Physical metallurgy of common non-ferrous alloys: Cu-,Al- and Ni- based alloys.Microstructures and heat treatment of common alloys of thesesystems.Engineering ceramics and polymers: Structure, properties andapplication of common engineering ceramics and polymers.        Composites:Principle, structure and application of composites.        Text Books:1. W. D.Callister, Jr:  Materials Science and Engineering- An Introduction, John Wileyand Sons, N.Y, 1985.2. J. F. Shackelford: Introduction to Materials Science forEngineers, Mc-Millan Publishing Co., N.Y. 1992.",2021,Spring,3-0-0,3
898,MT31007,"CREEP, FATIGUE AND FRACTURE",,,Metallurgical and Materials Engineering,"Prerequisite Ã¢ÂÂ NilIntroduction to deformation behaviour of materials andstandard mechanical tests: Hardness, Tension, Compression, Impact andTransition Temperature.Creep of solids, temperature - stress - strainrelationships, Creep and stress rupture tests, deformation mechanisms atelevated temperature, deformation mechanism maps, parametric relationships,Design of materials for elevated temperature application, Superplasticity andLife Prediction. Cyclic stress-and-strain controlled fatigue, S-N curve, effectof notch on fatigue life, fatigue crack initiation mechanisms, microscopicfracture modes and mechanisms, creep-fatigue interaction, corrosion fatigue,parameters affecting fatigue, fatigue crack growth, Paris law, Fatiguethreshold, Life estimation. Griffith theory, Elements of fracture mechanics,stress analysis of cracks, Linear, elastic and elastic-plastic fracturemechanics, plastic zone size, fracture toughness testing, KIC, CTOD, J-Integral, fracture toughness of engineering alloys, ceramics and polymers: roleof microstructure on fracture toughness. Environment assistedfracture.Standards and codes.Text Books:1.R.W. Hertzberg: Deformation andFracture of Engineering Materials, 3rd Ed., John Wiley and Sons, New York,1989.2.T.H. Courtney: Mechanical Behaviour of Materials, McGraw Hill BookCompany, New Delhi, 1990.",2021,Spring,3-0-0,3
